date,objectid,profession,entities_all,title,organization,place,place-original,gender,statement,chairman,name,affiliation,last-name,first-name,day,key,entities_unique,format
Aug-16-1983,aug-16-1983-greenleaf-kevin,forestry,Moyie Springs (CITY);Boundary County (COUNTY),"Greenleaf, Kevin",Louisiana-Pacific Corp,,,m,"Mr. Greenleaf. Good morning, Senator. My name is Kevin  Greenleaf, and I&#39;m representing Louisiana-Pacific here this morning from Moyie Springs.  Seemingly, however, over hundreds of years in this country re   source management through confrontation has been the means by  which each particular interest has obtained some part of our natural resources for their own use. Ignoring other&#39;s rights to a voice in  that management has led to a system today through which objective decisions from unbiased parties are sought. The system of relying, in our case, on Congress for decisions as to the disposition of  our local public natural resources, at best, places our congressional  leaders in an adversary position with whoever loses the greater  amount of the resource by their decision.  In respect to the resource, the worst-case decision is one leading  to the degredation of the resource or its potential to rejuvenate  whether it be due to natural causes or to man&#39;s intervention.  The disadvantageous position of being 2,000 miles removed from  the community and its economic, spiritual and recreational needs  only increases the possibility of unwittingly relying on unsubstantiated information or biased fact which increases the chance of  reaching a damaging decision with regard to the resource of a community&#39;s stability.  In the case of Boundary County, as with many rural areas which  depend upon their natural resource both private and public for a  means of tax support and employment, any decision concerning  those resources is deliberated by a greater number of people per  capita than in larger or more industrially diverse communities. A  decision adversely affecting a single industry can have disastrous  effects on not only the people directly employed, but also on the  supporting businesses as well.",,KEVIN GREENLEAF,LOUISIANA-PACIFIC CORP.,Greenleaf,Kevin,h2d1,"greenleaf, kevin",Moyie Springs (CITY); Boundary County (COUNTY),text
Aug-16-1983,aug-16-1983-blanford-robert,forestry,Moyie Springs (CITY);Long Canyon (LANDFORM);Bonners (CITY);Boundary County (COUNTY);Boundary County (COUNTY);Selkirk Crest (LANDFORM);Moyie Springs (CITY),"Blanford, Robert",Louisiana-Pacific Corp,,,m,"Mr. Blanford. Senator, my name is Robert Blanford. I am the  resource manager for Louisiana-Pacific&#39;s Moyie Springs Sawmill.  Our recommendation for Long Canyon is that it remain in the  timber base. Long Canyon contributes a conservative 3 million  board feet annually to the allowable cut on the Bonners Ferry district. Without Long Canyon, the allowable cut will drop from 35  million feet per year to 32 million feet per year; an 8V2-percent reduction. The sale program on the Bonners district 10 years ago was  54 million board feet. As the timber base has been restricted, the  allowable cut has declined.  A 3-million foot reduction in the allowable cut will mean roughly  a loss of 23 direct jobs for Boundary County and a resulting loss of  over $400,000 annually in wages, and also a corresponding loss of  approximately $150,000 each year in stumpage revenues for Government.  Boundary County as a result will receive less money; roads and  schools will have to get by with less money or the local people will  have to pay the additional taxes to keep at current levels.  Long Canyon is an integral part of the timber base for the forest  industry, and managed under miltiple-use objectives will continue  to yield timber crips and other forest values for generations to     come.  We also support the existing management plans for the Selkirk  Crest. We desire to keep it as primitive recreation instead of wilderness.  Louisiana-Pacific has terminated the random length sawmill at  Moyie Springs and continues to operate the studmill. The studmill  by itself could utilize more wood than is sold on the Bonners Ferry  district. We would still consume the same amount of wood as in  past years by just adding one shift to the studmill. We shouldn&#39;t  lock up these resources from future generations, especially considering what has already been set aside in Idaho. The need for  timber off Forest Service lands will be more critical in the future  with the over cutting occurring on much of the private lands.  Thank you.",,ROBERT BLANFORD,LOUISIANA-PACIFIC CORP.,Blanford,Robert,h2d1,"blanford, robert",Moyie Springs (CITY); Long Canyon (LANDFORM); Bonners (CITY); Boundary County (COUNTY); Selkirk Crest (LANDFORM),text
Aug-16-1983,aug-16-1983-kizer-ralph-d,forestry,Kaniksu National Forest (FOREST);Idaho Panhandle National Forest (FOREST);United States (COUNTRY);Salmo Priest RARE II area (WILDERNESS);Selkirk Crest (LANDFORM);Selkirk (LANDFORM);Selkirk Crest (LANDFORM);Mallard-Larkins Pioneer Area (FOREST);Lakes Butte (LAKE),"Kizer, Ralph D.","chairman, Inland Empire Society of American Foresters",,,m,"SOCIETY OF AMERICAN FORESTERS  Mr. Kizer. Senator McClure, I am Ralph Kizer. I&#39;m a graduate of  the University of Idaho, College of Forestry, and I have recently retired from the U.S. Forest Service after more than 30 years of employment, most of it in north Idaho. I have been forest supervisor  of the Kaniksu and Idaho Panhandle National Forests for the past  12 years.  But I am here today representing over 500 members of the  Inland Empire Society of American Foresters. I am currently chairman of this organization of professional foresters.  The Society supports a complete wilderness preservation system  in the United States, which includes a broad representation of  major ecosystems. The society also supports the nondevelopment of  many areas for primitive recreation, for quality hunting and fishing, for research, and for other non-commodity or amenity purposes.  However, as professional foresters, we question the wisdom of  preserving thousands of acres of commercial forest lands in addition to those already preserved.  Of the 11,800 acres of the Salmo Priest RARE II area, which is in     Idaho, 7,500 acres are suitable for growing timber. We recommend  that the boundary be withdrawn and adjusted to exclude as much  of that as possible.  The Selkirk Crest area contains very little commercially important forest land, and it is now being managed for its wild land  values under a joint agreement between the State of Idaho and the  Forest Service. To us, this seems to be working well, and we don&#39;t  think it is necessary to put it into wilderness, but the tradeoff  would not be great.  The Scotchman Peak proposal is much the same as the Selkirk  Crest. However, there&#39;s 4,200 acres of commercially important forested land in Idaho within this area. Probably most of these areas  could be excluded without detracting from wilderness values.  We propose the original Mallard Larkins Pioneer Area be expanded to include the Five Lakes Butte area, but also that the  boundaries be adjusted to exclude a considerable portion of the  commercial forest lands within the area.  Thank you.",,RALPH D. KIZER,"CHAIRMAN, INLAND EMPIRE, SOCIETY OF AMERICAN FORESTERS",Kizer,Ralph D.,h2d1,"kizer, ralph d.",Kaniksu National Forest (FOREST); Idaho Panhandle National Forest (FOREST); United States (COUNTRY); Salmo Priest RARE II area (WILDERNESS); Selkirk Crest (LANDFORM); Selkirk (LANDFORM); Mallard-Larkins Pioneer Area (FOREST); Lakes Butte (LAKE),text
Aug-16-1983,aug-16-1983-walker-steve,forestry,LaClede (CITY);Panhandle Forest (FOREST);Long Canyon (LANDFORM);California (STATE),"Walker, Steve",Riley Creek Lumber Co,,,m,"Mr. Walker. Mr. Chairman, I am Steve Walker representing  Riley Creek Lumber Co. of LaClede.  During the course of these hearings you have heard from forest  industry executives who have urged you to lift the amount of productive forest land set aside as wilderness in your Idaho forest  management bill. They have argued that limited wilderness designations are necessary to maintain Forest Service timber sales programs, and, thus, a healthy woods products industry.  We do not disagree. However, we think there is an even more  compelling reason why additional wilderness designations be kept  to a minimum.  The national forests are a living, dying, dynamic resource which  is best managed by the full professionals of the Forest Service. A  drainage by disease can be logged today and provide semi-primitive  recreational opportunities within a decade. An area that is clearcut  in 1983 can in 10 to 20 years be managed to support a large herd of  elk. People who view the national forests as static and unchanging  are out of touch with ecological realities.  We believe your forest management bill should establish a statutory framework which will provide Forest Service managers with     the flexibility to meet changing public demands for forest products  and services.  To accomplish that objective, the wilderness designations on the  Panhandle Forest should be limited to areas where wilderness will  always be the best use of the land. Other areas where timber can  be harvested and the land then managed for other multiple uses  should not be set aside as wilderness. Long Canyon is a good example of an area that should not become wilderness.  Mr. Chairman, we hope your bill will also end the roadless area  battle in northern Idaho, limit the wilderness designations to the  area and boundaries in the proposal made by the Idaho Forest Industry Council, overturn the California v. Block decision as shown  in my statement, and end any need for additional wilderness  studies.",,STEVE WALKER,RILEY CREEK LUMBER CO.,Walker,Steve,h2d1,"walker, steve",LaClede (CITY); Panhandle Forest (FOREST); Long Canyon (LANDFORM); California (STATE),text
Aug-16-1983,aug-16-1983-ealy-gene,mining,Kingston (CITY);United States (COUNTRY),"Ealy, Gene","vice president of exploration, Hecla Mining Co",,,m,"HECLA MINING CO.  Mr. Ealy. Senator McClure, my name is Gene Ealy. I live in  Kingston, Idaho, and am vice president of exploration for Hecla  Mining Co., and I will speak on its behalf.  Something is happening to our country today, which I&#39;m not accustomed to. It frightens me and should be of greatest concern to  every citizen of the United States, and of this State, of course. Our  standard of living is lowering. We are increasingly dependent on  foreign nations for the raw materials of industry and for our national defense. Our men and women are out of work in a land  which has always been blessed with bountiful natural resources to  feed its economy.  Because mineral deposits are rare and usually buried, they are  difficult and costly to find. Designation of additional wilderness  would narrow the chances of finding these raw materials which are  so badly needed for our industry, and will eventually increase our  dependency on foreign countries to supply such minerals, contribute to a lower standard of living for our people, and exacerbate the  unemployment problem. We, therefore, oppose any addition of national forest lands to wilderness designation.  As an explorationist, I reject the concept that large acreages  such as are proposed to be added to the wilderness can be effectively studied, inventoried, and classified unlikely to contain valuable  minerals. Because significant mineral deposits are relatively small,  usually buried, have highly variable genetic sources and include  such a large number of materials that could be of interest, it is  very difficult to condemn any substantial acreage from containing  128  valuable minerals. In light of futility of the effort, we support release of all RARE II and/or wilderness study lands to multiple use  status.  Thank you for the opportunity to express our views.",,GENE EALY,"VICE PRESIDENT OF EXPLORATION,, HECLA MINING CO.",Ealy,Gene,h2d1,"ealy, gene",Kingston (CITY); United States (COUNTRY),text
Aug-16-1983,aug-16-1983-booth-bill,mining,Kellogg (CITY);United States (COUNTRY);Kellogg (CITY);Earth (PLANET),"Booth, Bill",Sunshine Mining Co,,,m,"Mr. Booth. Senator McClure, I am not Viet Howard. However, I  am Bill Booth. I do represent Sunshine Mining Co. in Kellogg.  Sunshine operates the largest single silver mine in the United  States at Kellogg, and we are one of Idaho&#39;s primary employers.  We also maintain a vigorous exploration effort with geologists  searching for new mineral deposits throughout the West, but particularly, Senator, here in Idaho.  We support the Idaho Mining Association&#39;s position that Idaho  presently has a reasonable and proper amount of wilderness parcels set aside. Any additional wilderness allocations would be extremely detrimental to the State&#39;s economic base. A reasonable  amount of wilderness is important to our way of life in Idaho, but  don&#39;t forget that our well-being is also critically dependent upon a  sound economic base.  The foundation of Idaho&#39;s economy are the agriculture, timber,  and mining industries. Additional wilderness would cut at the  heart of all three because it would deny access to the primary resources of the Earth.  For example, I asked our geologists to quickly review the new  wilderness acres in this State for potential mineral significance.     They found the following major companies working in or near the  proposed wilderness areas: Anaconda, Noranda, Phillips, Superior,  AMACO, KOMECO, St. Joe Minerals, U.S. Borax, and Simplot.  Any one of these would potentially provide as many, if not more,  jobs in Idaho as Sunshine now does.  Our geologists further noted that some nine separate mineral  districts in the proposed wilderness areas have been given very  thorough analysis by Sunshine and appear to be extremely important economically.  In closing, I&#39;d just like to say that a reasonable amount of wilderness is necessary. We feel that the existing amount is reasonable.","Thank you.

Andre Douchane.",BILL BOOTH,SUNSHINE MINING CO.,Booth,Bill,h2d1,"booth, bill",Kellogg (CITY); United States (COUNTRY); Earth (PLANET),text
Aug-16-1983,aug-16-1983-douchane-andre,mining,United States (COUNTRY);Little Boulder Creek (STREAM);Custer County (COUNTY);The Sawtooth National Forest (FOREST),"Douchane, Andre",Asarco Mining Co,,,m,"Mr. Douchane. Senator McClure, my name is Andre Douchane.  Idaho has within its boundaries currently 3,800,000 acres of land  which are permanently withdrawn from multiple use. Special interest groups are again advocating withdrawal of more lands from  multiple use. We do not need a Sierra Club or other self-serving,  well-financed, out-of-State special interest groups dictating how we  will utilize our lands. We are strongly in favor of protecting and  maintaining our natural heritage, but not for the sole benefit of a  select few.  Idahoans are supported by basic industries, industries that need  the land. We are strongly committed to the employment of Idahoans, and their basic right to access the land. This land, if it is  gone, what are we leaving our children? No employment, no place  to live, except possibly some city slum. We have already locked up  131  many basic building blocks: farmlands, timber, and the only source  of cobalt in the United States. Why? We knew it was there, we  needed them.  If Idahoans want to continue living and working in this State, we  must decide whether to become a national playground for the rich  under Federal control or to keep a portion of Idaho for Idahoans  and our way of living, both economically and traditionally.  ASARCO owns a number of unpatented mining claims covering a  molybdenum deposit located on Little Boulder Creek in Custer  County in the Sawtooth National Forest.  In 1972, a national recreation area was created","Thank you.

Mr. Leo Bodine. 

Mr. Jack Peterson. 

Joseph McAleer. 

Mr. Bill Mote.",ANDRE DOUCHANE,ASARCO MINING CO.,Douchane,Andre,h2d1,"douchane, andre",United States (COUNTRY); Little Boulder Creek (STREAM); Custer County (COUNTY); The Sawtooth National Forest (FOREST),text
Aug-16-1983,aug-16-1983-mote-karl-w,mining,,"Mote, Karl W.","executive director, Northwest Mining Association",,,m,"NORTHWEST MINING ASSOCIATION  Mr. Mote. Senator, I represent the Northwest Mining Association, about 2,500 people in mining, and principally in the Northwest.  I&#39;m going to avoid covering what&#39;s written in the statement and  try to accent just on four points: If you will call forward and make     part of the testimony the Bureau of Mines data on economic minerals that they have prepared that have not been presented; the geologic survey review on potentials of the areas; the BLM on the existing claims which would create the problems in settlement of  those claims with valid rights; and add to that the industry data  that your receive for the day, and the industry data that&#39;s been  submitted time and again since the RARE II process came forward.  I think that if you put those units of information together that  there would be no question but what it is simply foolish to withdraw major amounts of additional land in the wilderness system.  Idaho has done its share, the minerals are critical, and we believe very strongly that those lands should remain open for multiple use management.",,KARL W. MOTE,"EXECUTIVE DIRECTOR,, NORTHWEST MINING ASSOCIATION",Mote,Karl W.,h2d1,"mote, karl w.",,text
Aug-16-1983,aug-16-1983-pirozzoli-lynn-a,mining,Coeur d'Alene (CITY);Wilderness (WILDERNESS),"Pirozzoli, Lynn A.",chairman of Northwest Mining Association Environmental Committee,,,f,"Ms. Pirozzoli. My name is Lynn Pirozzoli. I reside in Coeur  d'Alene, Idaho, and am employed by Hecla Mining Co. as environmental supervisor. I am here today on behalf of the Northwest  Mining Association as chairman of the Public Lands Committee.  I am adamantly opposed to the creation of any additional wilderness in Idaho. Although I am in full support of the wilderness concept, I believe sufficient land has been set aside for that purpose.  In the future, I believe that Congress should exercise the good judgment to allocate public lands for its maximum usefulnessâ€”that is,  multiple use.  Wilderness study areas have imposed sometimes unreasonble and  impractical limitations on the ability of private enterprise to explore for and develop minerals on public lands. At a time when our  Nation is dependent on politically unstable sources for strategic  minerals, it would seem sensible to open more public lands for exploration and development. Abundant reserves of minerals are  available in lands proposed for wilderness, in addition to wilderness areas themselves.  We already have set aside an adequate percentage of our land     base to remain untouched for future generations. It would now  seem wise to ascertain a mineral inventory for use by future generations.  I believe that the public interest would be best served if lands  currently being studied for wilderness were released.  I implore you not to rush into the decision of designating additional areas as wilderness until we are certain that our national  interest and the economic well-being of our citizens are being  served.  Thank you.",,LYNN A. PIROZZOLI,CHAIRMAN OF NORTHWEST MINING ASSOCIATION ENVIRONMENTAL COMMITTEE,Pirozzoli,Lynn A.,h2d1,"pirozzoli, lynn a.",Coeur d'Alene (CITY); Wilderness (WILDERNESS),text
Aug-16-1983,aug-16-1983-costello-benjamin,mining,,"Costello, Benjamin",Anaconda Minerals Co,,,m,"CO.  Mr. Costello. I am here for Mr. Barker.  My name is Ben Costello. I work for Anaconda Minerals Co., an  operating company of Atlantic Richfield Co. Atlantic Richfield is  primarily a domestic producer of oil, gas, and minerals. Therefore,  we are very concerned with the management of our Nation&#39;s public  lands. We believe it is essential for the delegation to decide on a  wilderness proposal which will provide a balance of multiple uses.  Anaconda believes that areas should be explored for their energy  and mineral potential prior to permanent placement in a highly restrictive single-use management prescription, such as wilderness.  When a wilderness system was first contemplated, proponents  emphasized that only a limited amount of land was to be included  and therefore, the impact on mineral resources minimized. The  first 14.3 million acres that were designated as wilderness in 1964  were considered an almost miniscule fraction of the Nation&#39;s land.  While Congress has effectively prevented lawful mineral activity  from proceeding in wilderness areas, in addition, through various  appropriations bills, it has effectively extended the closure of lands     from any use to another 40 million acres of land generally under  wilderness consideration, thus preempting the land-use decisionmaking process.  Land placed in wilderness remains so in perpetuity until Congress determines otherwise. It seems only reasonable that land unsuitable for wilderness be returned to multiple-use management in  perpetuity until Congress determines otherwise. We are not opposed to the concept of wilderness designation; however, we are opposed to lands being tied up in de facto wilderness. When Congress  makes its decisions as to which areas should be designated wilderness, there is a concurrent responsibility to release areas deemed  unsuitable for wilderness to other uses. The agencies responsible  for managing lands need to have some certainty as to how they  should manage these lands.  Anaconda believes that continual wilderness study of RARE II  lands must be terminated and that the legal sufficiency of the  RARE II process must be statutorily affirmed.",,BENJAMIN COSTELLO,"ANACONDA MINERALS, CO.",Costello,Benjamin,h2d1,"costello, benjamin",,text
Aug-16-1983,aug-16-1983-oehler-mike,construction,Salmo-Priest (WILDERNESS);America (COUNTRY);Los Angeles (CITY);New York (STATE);Los Angeles (CITY);New York (STATE),"Oehler, Mike","president, Hobbit Housing",,,m,"Mr. Oehler. Mike Oehler, Senator.  This is to respectfully request that you include in your bill Salmo  Priest and Long Canyon as areas to be designated wilderness.  No doubt you&#39;ll get a lot of testimony today regarding the beauty  of these areas. Magnificent, awe inspiring, inspirational * * * these  are some of the words you may hear to describe them. They are, in  fact, two of the real jewels of the Northwest.  I think it would be folly to log small portions of these areas. Let  me draw a parallel. What if, say, a community owned several  paintings worth millions of dollars. Would it be wise to slice out  portions of the paintings to sell them? No, because it would destroy  the value of the paintings as a whole. And to log selected portions  of these areas would bring small gain while ruining the areas as a  whole.  And, as the few remaining wilds in America are systematically  being developed, those which are left will increase in value.  Some people like to point out that Idaho already has more wilderness than any other State in the lower 48. They use this as a  rationale for not expanding the system. How unfortunate this attitude is may be seen in these parallels. Los Angeles has more movie  industry and New York more money exchange than any other  places in the Nation, but it would hardly be in LA&#39;s interest to prohibit more movie stars, or in New York&#39;s to limit the money markets. Each area must capitalize on the features which make it  unique. Though logging is one of our most important industries,  164  and is a dangerous, hard and honorable profession, it is not what  makes Idaho unique, for logging takes place in many States in the  Union. It is wilderness that makes Idaho unique.",,MIKE OEHLER,"PRESIDENT, HOBBIT HOUSING",Oehler,Mike,h2d1,"oehler, mike",Salmo-Priest (WILDERNESS); America (COUNTRY); Los Angeles (CITY); New York (STATE),text
Aug-16-1983,aug-16-1983-mulligan-bill,forestry,St. Maries (CITY),"Mulligan, Bill",Inland Forest Resource Council,,,m,"COUNCIL  Mr. Mulligan. I&#39;m Bill Mulligan, and I&#39;m a logging manager for  Potlatch Corp. at St. Maries. I&#39;m here today to represent the  Inland Forest Resource Council with this statement. I&#39;ve submitted  a statement of my own, which you have a copy of.  I&#39;d like to thank the log truck drivers of north Idaho who showed  up today as a demonstration. I known that those fellows aren&#39;t  public speakers, but they have a petition that they signed this  morning for submittal to you, Senator, and I hope you realize that  those fellows are foregoing about $50,000 worth of revenue today to  show up and make sure you understand what their opinion is  about wilderness in north Idaho.  During the past two hearings a lot of testimony has been presented that expresses concern for Government subsidies of the  timber industry through deficit sales. While the concern may be  sincere, testimony is presented in ignorance, deceit or fraud depending on the witness&#39; level of knowledge.  By law, the Forest Service is to provide continous supply of  timber for its citizens; by law, the Forest Service must receive at  least minimum value for its timber; by law, the Forest Service     must appraise timber to determine the minimum acceptable bids;  and by law, the Forest Service must consider other resource values  in its management programs. The public must keep in mind the  appraisal value or the advertised rate of the timber sales is merely  a place to start the bidding.  The fair market value of the timber sale is established when the  bidding stops and the sale is sold. That is usually many thousands  of dollars beyond the point where the bidding starts.  In order to understand a deficit sale, you must first understand  the Forest Service appraisal.  Thank you, Senator.",,BILL MULLIGAN,"INLAND FOREST RESOURCE, COUNCIL",Mulligan,Bill,h2d1,"mulligan, bill",St. Maries (CITY),text
Aug-16-1983,aug-16-1983-lyon-margery,conservationist,Long Canyon (LANDFORM);Salmo-Priest (WILDERNESS);America (COUNTRY);Long Canyons (LANDFORM);Boundary County (COUNTY);Long Canyon (LANDFORM);Idaho Selkirk Mountains (LANDFORM);Boundary County (COUNTY);Northwest (REGION),"Lyon, Margery","president, Panhandle Environmental League Chapter, Idaho Conservation League",,,f,"RONMENTAL LEAGUE CHAPTER, IDAHO CONSERVATION  LEAGUE     Ms. Lyon. On a recent forest tour, a representative of the Forest  Service told me that good forest management meant cheap lumber  for America. It sounded good or at least it did until I realized that  this is not the year 1783, and our continent does not have what  then seemed like an endless supply of trees. I began to wonder if  cheap lumber was a blessing. Cheap commodities tend to be used  thoughtlessly. We consumers feel that if we can afford it, we deserve it, regardless of the consequences.  Forested wilderness, like Long Canyon and Salmo Priest, represent such resources, ones which money can buy. Maybe if lumber  were more expensive, people would realize the terrible sacrifice our  country makes to supply it. But cheap lumber means we must provide a continuing, assured supply of trees even if it means moving  machinery into once quiet, untounched valleys and cutting halfcentury or three-century old monuments to America&#39;s past.  Long Canyon&#39;s trees represent lVfe to 2 years&#39; worth of work and  lumber in Boundary County or 1 Vz years&#39; worth of security for the  forest industry. But what then? Long Canyon, is roaded, cut, and  replaced, no longer a part of nature s scheme, but part of man&#39;s  management plan.  If the timber industry needs cheap resources that it has to lay  even a finger on the last natural drainage in our north Idaho Selkirk Mountains, then it&#39;s in trouble. And if it so badly needs to assurance of IV2 years&#39; worth of wood for Boundary County mills,  then management, not of the trees, but of the industry itself look  like the answer.  When water provided cheap hydropower in the Northwest, our  rivers were dammed, and destroyed as natural, free-flowing resources. Our folly of cheap river power is repeating itself with  213  timber. It looks like the ethic and economics of conservation of forests is an idea whose time has come.  My challenge to Senator McClure is to be a pioneer in forest conservation, to introduce legislation to give incentives to Americans  who build smaller homes, who recycle paper and other wood products, and who reduce the amount of needless cardboard packaging.  Let&#39;s educate Americans about the shrinking natural forest habitat.",,MARGERY LYON,"PRESIDENT, PANHANDLE ENVI-, RONMENTAL LEAGUE CHAPTER, IDAHO CONSERVATION",Lyon,Margery,h2d1,"lyon, margery",Long Canyon (LANDFORM); Salmo-Priest (WILDERNESS); America (COUNTRY); Long Canyons (LANDFORM); Boundary County (COUNTY); Idaho Selkirk Mountains (LANDFORM); Northwest (REGION),text
Aug-16-1983,aug-16-1983-murray-steven-r,mining,Idaho (STATE);the United States of America (COUNTRY),"Murray, Steven R.",Northwest Mines Association,,,m,"ASSOCIATON  Mr. Murray. Senator McClure, my name is Steven R. Murray.  I&#39;m a registered professional geologist for the State of Idaho, and  employed by Coeur d'Alene Mines, Inc., and speaking on behalf of  Northwest Mines Association as a member of the Public Lands  Committee.  I would like to take this time to thank you for these hearings  and state a couple comments which are not verbatim from my written testimony.  There have been a few statements made to me in the last few  years concerning the wilderness issue about why the mining industry is now interested in lands which are currently roadless. Just as  the Nation as a whole has benefited from the advances in technolo225  gy, so has the mining industry. We are no longer restricted to vehicular access to some of these areas where we use the helicopters.  We have portable equipment which we can now hold by hand. Two  weeks ago we tested a new assaying piece of equipment which directly read assays directly off the rock. We are not restricted to the  past uses of the land which were environmentally compatible.  These lands that we are looking at todayâ€”and you&#39;ll notice in the  bibliography of my statement there are three articles which I wish  would be entered into the record which assess the mineral potential of these landsâ€”we are now looking at these lands with the  hope of assessing that mineral potential on the basis of improved  technology. We are no longer looking at people who are walking  across the hills with the old burro and gold pan, but we&#39;re talking  about people who are using modern technology to assess the mineral potential of the land.  If we do not allow these lands to be assessed properly, as was  mandated by Congress in 1964, and that mandate has been consistently ignored, we are tying up resources which are vital to the  Nation. We are not talking about dollars and cents, we are not  talking about logs, we are not talking about rocks, we are talking  about the United States of America and its future. We are not talking about profit and loss figures for logging companies or mining  companies, we are talking about the future of our country.     Thank you.",,STEVEN R. MURRAY,"NORTHWEST MINES, ASSOCIATON",Murray,Steven R.,h2d1,"murray, steven r.",Idaho (STATE); the United States of America (COUNTRY),text
Aug-16-1983,aug-16-1983-vogl-leroy,forestry,Moyie Springs (CITY);British Columbia (STATE);Oregon (STATE);Washington (STATE);Montana (STATE);Wyoming (STATE);Arizona (STATE),"Vogl, Leroy","logging superintendent, Louisiana-Pacific corp",,,m,"LOUISIANA-PACIFIC CORP.  Mr. Vogl. Senator, members of the delegation, my name is Roy  Vogl. I&#39;m logging superintendent for the Louisiana Pacific, Moyie  Springs, Idaho. I&#39;m on the board of directors of the Intermountain  Logging conference, elected to the board in 1972. In 1978 I was resolution chairman. At that time we had a wilderness resolution that  was accepted and passed by the conference. This conference was  presented to the Federal and State agencies. And as a representative of the Intermountain Logging Conference we strongly designate no more wilderness. This conference represents part of British  Columbia, Oregon, Washington, Montana, Idaho, Wyoming, and  Arizona.  This is my stand. Thank you.",,LEROY VOGL,"LOGGING SUPERINTENDENT,, LOUISIANA-PACIFIC CORP.",Vogl,Leroy,h2d1,"vogl, leroy",Moyie Springs (CITY); British Columbia (STATE); Oregon (STATE); Washington (STATE); Montana (STATE); Wyoming (STATE); Arizona (STATE),text
Aug-16-1983,aug-16-1983-mitchell-jay,oil and gas,Rocky Mountain (LANDFORM),"Mitchell, Jay","chairman, Public Lands Committee, Rocky Mountain Oil and Gas Association",,,m,"COMMITTEE, ROCKY MOUNTAIN OIL AND GAS ASSOCIATION  Mr. Mitchell. Thank you, Senator. My name is Jay Mitchell.  And I am here today as the chairman of the Public Lands Committee of the Rocky Mountain Oil and Gas Association. RMOGA&#39;s position has three basic components. First, mineral resources are potentially as important as surface resources. Second, the continual  wilderness study of the RARE II lands must be terminated and the  legal sufficiency of the RARE II process must be statutorily affirmed. Third, and certainly the most critical component of any  balanced wilderness legislation is language providing for the per261  manent release of lands determined to be unsuitable for wilderness  designation. It continues to puzzle us that there is so much controversy over this issue; the permanent designation of some land as  wilderness and the permanent release of some land as non-wilderness from continuous wilderness study. Lands placed in wilderness  remain so in perpetuity. It seems only reasonable that lands unsuitable for wilderness also be returned for multiple use until Congress decides otherwise. If we have permanent wilderness, then we  should have permanent release. We have soft wilderness as proposed by the preservationists, then perhaps we should have soft release.  Turning to oil and gas to illustrate what we&#39;re really talking  about, the production of oil and gas resources does not require a  large amount of land. If all the land used for energy and mineral  production in history were added up, this acreage would constitute  less than one-half of 1 percent of our total land base. The amount  of land used for oil and gas development is a fraction of even this  small amount. Finding oil and gas is truly like &#39;looking for a  needle in a haystack.&#39; Large amounts of land need to be explored  to locate these rare concentrates of mineral resources. And locking  away areas before they are explored raises the possibility that vast  mineral resources will be foregone by a wilderness designation.  Thank you.",,JAY MITCHELL,"CHAIRMAN, PUBLIC LANDS, COMMITTEE, ROCKY MOUNTAIN OIL AND GAS ASSOCIATION",Mitchell,Jay,h2d1,"mitchell, jay",Rocky Mountain (LANDFORM),text
Aug-16-1983,aug-16-1983-reed-scott,conservationist,Afghanistan (COUNTRY),"Reed, Scott",National Audubon Society,,,m,"Mr. Reed. My name is Scott Reed. I served as a member of the  board of directors of National Audubon Society from 1975 until  1981. I would like to appear again at such time as the Senator introduces his Federal Anti-Billboard Control Act. And I&#39;d be glad to  testify in support of that.  In the limited time allowed, my testimony will be directed wholly  in support of soft release in whatever bill is introduced relating to  Idaho wildnerness.  As you and others campaigning for office have noted, the Federal  Government makes mistakes. In my view, the causes of the major  mistakes have been irrevocable commitments based upon inadequate or biased data. The greatest peacetime error may be the  WPPSS fiasco. There are similarities. The decision to build five nu289  clear plants was a decision for development just as would a decision be to put logging roads into all the remaining roadless areas.  Now you know, as most of the conservationists knew and said back  in 1975, that it would have been far wiser to build one plant at a  time. So it would also be wiser to log only those areas where the  timber harvest makes economic and environmental sense.  Today there are few defenders of President Carter&#39;s decision to  impose a wheat embargo upon the Russians after the invasion of  Afghanistan even though this hard line received nearly unanimous  support at the time.  Private businesses are just as capable of making mistakes based  upon inadequate data and bad planning. For example, those  lumber companies that ran up the prices on Forest Service sales 3  to 5 years ago have been seeking a Federal stay or bailout to relieve them from their folly in paying too much money for too much  timber.  It is said that a soft answer turneth away wrath. Soft release will  turn away wrong.",,SCOTT REED,NATIONAL AUDUBON SOCIETY,Reed,Scott,h2d1,"reed, scott",Afghanistan (COUNTRY),text
